idx|chapter|sec|no|content|lang
292|6|9|9|挪亞的後代記在下面。挪亞是個義人，在當時的世代是個完全人。挪亞與神同行。|zh
293|6|9|9|These are the generations of Noah. Noah was an upright man and without sin in his generation: he went in the ways of God.|en
294|6|10|10|挪亞生了三個兒子，就是閃、含、雅弗。|zh
295|6|10|10|And Noah had three sons, Shem, Ham, and Japheth.|en
296|6|11|11|世界在神面前敗壞，地上滿了強暴.。|zh
297|6|11|11|And the earth was evil in God's eyes and full of violent ways.|en
298|6|12|12|神觀看世界，見是敗壞了；凡有血氣的人在地上.都敗壞了行為。|zh
299|6|12|12|And God, looking on the earth, saw that it was evil: for the way of all flesh had become evil on the earth.|en
300|6|13|13|神就對挪亞說：凡有血氣的人，他的盡頭已經來到我面前；因為地上滿了他們的強暴，我要把他們和地一併毀滅。|zh
301|6|13|13|And God said to Noah, The end of all flesh has come; the earth is full of their violent doings, and now I will put an end to them with the earth.|en
302|6|14|14|你要用歌斐木造一隻方舟，分一間一間地造，裡外抹上松香。|zh
303|6|14|14|Make for yourself an ark of gopher wood with rooms in it, and make it safe from the water inside and out.|en
304|6|15|15|方舟的造法乃是這樣：要長三百肘，寬五十肘，高三十肘。|zh
305|6|15|15|And this is the way you are to make it: it is to be three hundred cubits long, fifty cubits wide, and thirty cubits high.|en
306|6|16|16|方舟上邊要留透光處，高一肘。方舟的門要開在旁邊。方舟要分上、中、下三層。|zh
307|6|16|16|You are to put a window in the ark, a cubit from the roof, and a door in the side of it, and you are to make it with a lower and second and third floors.|en
308|6|17|17|看哪，我要使洪水氾濫在地上，毀滅天下；凡地上有血肉、有氣息的活物，無一不死。|zh
309|6|17|17|For truly, I will send a great flow of waters over the earth, for the destruction from under the heaven of all flesh in which is the breath of life; everything on the earth will come to an end.|en
310|6|18|18|我卻要與你立約；你同你的妻，與兒子兒婦，都要進入方舟。|zh
311|6|18|18|But with you I will make an agreement; and you will come into the ark, you and your sons and your wife and your sons' wives with you.|en
312|6|19|19|凡有血肉的活物，每樣兩個，一公一母，你要帶進方舟，好在你那裡保全生命。|zh
313|6|19|19|And you will take with you into the ark two of every sort of living thing, and keep them safe with you; they will be male and female.|en
314|6|20|20|飛鳥各從其類，牲畜各從其類，地上的昆蟲各從其類，每樣兩個，要到你那裡，好保全生命。|zh
315|6|20|20|Two of every sort of bird and cattle and of every sort of living thing which goes on the earth will you take with you to keep them from destruction.|en
316|6|21|21|你要拿各樣食物積蓄起來，好作你和他們的食物。|zh
317|6|21|21|And make a store of every sort of food for yourself and them.|en
318|6|22|22|挪亞就這樣行。凡神所吩咐的，他都照樣行了。|zh
319|6|22|22|And all these things Noah did; as God said, so he did.|en
320|7|1|1|耶和華對挪亞說：你和你的全家都要進入方舟；因為在這世代中，我見你在我面前是義人。|zh
321|7|1|1|And the Lord said to Noah, Take all your family and go into the ark, for you only in this generation have I seen to be upright.|en
322|7|2|2|凡潔淨的畜類，你要帶七公七母；不潔淨的畜類，你要帶一公一母；|zh
323|7|2|2|Of every clean beast you will take seven males and seven females, and of the beasts which are not clean, two, the male and his female;|en
324|7|3|3|空中的飛鳥也要帶七公七母，可以留種，活在全地上；|zh
325|7|3|3|And of the birds of the air, seven males and seven females, so that their seed may still be living on the face of the earth.|en
326|7|4|4|因為再過七天，我要降雨在地上四十晝夜，把我所造的各種活物都從地上除滅。|zh
327|7|4|4|For after seven days I will send rain on the earth for forty days and forty nights, for the destruction of every living thing which I have made on the face of the earth.|en
328|7|5|5|挪亞就遵著耶和華所吩咐的行了。|zh
329|7|5|5|And Noah did everything which the Lord said he was to do.|en
330|7|6|6|當洪水氾濫在地上的時候，挪亞整六百歲。|zh
331|7|6|6|And Noah was six hundred years old when the waters came flowing over all the earth.|en
332|7|7|7|挪亞就同他的妻和兒子兒婦都進入方舟，躲避洪水。|zh
333|7|7|7|And Noah, with his sons and his wife and his sons' wives, went into the ark because of the flowing of the waters.|en
334|7|8|8|潔淨的畜類和不潔淨的畜類，飛鳥並地上一切的昆蟲，|zh
335|7|8|8|Of clean beasts, and of beasts which are not clean, and of birds, and of everything which goes on the earth,|en
336|7|9|9|都是一對一對的，有公有母，到挪亞那裡進入方舟，正如神所吩咐挪亞的。|zh
337|7|9|9|In twos, male and female, they went into the ark with Noah, as God had said.|en
338|7|10|10|過了那七天，洪水氾濫在地上。|zh
339|7|10|10|And after the seven days, the waters came over all the earth.|en
340|7|11|11|當挪亞六百歲，二月十七日那一天，大淵的泉源都裂開了，天上的窗戶也敞開了|zh
341|7|11|11|In the six hundredth year of Noah's life, in the second month, on the seventeenth day of the month, all the fountains of the great deep came bursting through, and the windows of heaven were open;|en
342|7|12|12|四十晝夜降大雨在地上。|zh
343|7|12|12|And rain came down on the earth for forty days and forty nights.|en
344|7|13|13|正當那日，挪亞和他三個兒子閃、含、雅弗，並挪亞的妻子和三個兒婦，都進入方舟。|zh
345|7|13|13|On the same day Noah, with Shem, Ham, and Japheth, his sons, and his wife and his sons' wives, went into the ark;|en
346|7|14|14|他們和百獸，各從其類，一切牲畜，各從其類，爬在地上的昆蟲，各從其類，一切禽鳥，各從其類，都進入方舟。|zh
347|7|14|14|And with them, every sort of beast and cattle, and every sort of thing which goes on the earth, and every sort of bird.|en
348|7|15|15|凡有血肉、有氣息的活物，都一對一對地到挪亞那裡，進入方舟。|zh
349|7|15|15|They went with Noah into the ark, two and two of all flesh in which is the breath of life.|en
350|7|16|16|凡有血肉進入方舟的，都是有公有母，正如神所吩咐挪亞的。耶和華就把他關在方舟裡頭。|zh
351|7|16|16|Male and female of all flesh went in, as God had said, and the ark was shut by the Lord.|en
352|7|17|17|洪水氾濫在地上四十天，水往上長，把方舟從地上漂起。|zh
353|7|17|17|And for forty days the waters were over all the earth; and the waters were increased so that the ark was lifted up high over the earth.|en
354|7|18|18|水勢浩大，在地上大大地往上長，方舟在水面上漂來漂去。|zh
355|7|18|18|And the waters overcame everything and were increased greatly on the earth, and the ark was resting on the face of the waters.|en
356|7|19|19|水勢在地上極其浩大，天下的高山都淹沒了。|zh
357|7|19|19|And the waters overcame everything on the earth; and all the mountains under heaven were covered.|en
358|7|20|20|水勢比山高過十五肘，山嶺都淹沒了。|zh
359|7|20|20|The waters went fifteen cubits higher, till all the mountains were covered.|en
360|7|21|21|凡在地上有血肉的動物，就是飛鳥、牲畜、走獸，和爬在地上的昆蟲，以及所有的人，都死了。|zh
361|7|21|21|And destruction came on every living thing moving on the earth, birds and cattle and beasts and everything which went on the earth, and every man.|en
362|7|22|22|凡在旱地上、鼻孔有氣息的生靈都死了。|zh
363|7|22|22|Everything on the dry land, in which was the breath of life, came to its end.|en
364|7|23|23|凡地上各類的活物，連人帶牲畜、昆蟲，以及空中的飛鳥，都從地上除滅了，只留下挪亞和那些與他同在方舟裡的。|zh
365|7|23|23|Every living thing on the face of all the earth, man and cattle and things moving on the face of the earth, and birds of the air, came to destruction: only Noah and those who were with him in the ark, were kept from death.|en
366|7|24|24|水勢浩大，在地上共一百五十天。|zh
367|7|24|24|And the waters were over the earth a hundred and fifty days.|en
368|8|1|1|神記念挪亞和挪亞方舟裡的一切走獸牲畜。神叫風吹地，水勢漸落。|zh
369|8|1|1|And God kept Noah in mind, and all the living things and the cattle which were with him in the ark: and God sent a wind over the earth, and the waters went down.|en
370|8|2|2|淵源和天上的窗戶都閉塞了，天上的大雨也止住了。|zh
371|8|2|2|And the fountains of the deep and the windows of heaven were shut, and the rain from heaven was stopped.|en
372|8|3|3|水從地上漸退。過了一百五十天，水就漸消。|zh
373|8|3|3|And the waters went slowly back from the earth, and at the end of a hundred and fifty days the waters were lower.|en
374|8|4|4|七月十七日，方舟停在亞拉臘山上。|zh
375|8|4|4|And on the seventeenth day of the seventh month the ark came to rest on the mountains of Ararat.|en
376|8|5|5|水又漸消，到十月初一日，山頂都現出來了。|zh
377|8|5|5|And still the waters went on falling, till on the first day of the tenth month the tops of the mountains were seen.|en
378|8|6|6|過了四十天，挪亞開了方舟的窗戶，|zh
379|8|6|6|Then, after forty days, through the open window of the ark which he had made,|en
380|8|7|7|放出一隻烏鴉去；那烏鴉飛來飛去，直到地上的水都乾了。|zh
381|8|7|7|Noah sent out a raven, which went this way and that till the waters were gone from the earth.|en
382|8|8|8|他又放出一隻鴿子去，要看看水從地上退了沒有。|zh
383|8|8|8|And he sent out a dove, to see if the waters had gone from the face of the earth;|en
384|8|9|9|但遍地上都是水，鴿子找不著落腳之地，就回到方舟挪亞那裡，挪亞伸手把鴿子接進方舟來。|zh
